Назва файлу,Test_Case,Зона,Кадр,Ітерація,ROI,class,x,y,w,h
Test_Case_5_Z1_4_2_ROI_001_png.rf.700515f1e2e34428613eb51993dc4a8f.txt,5,1,4,2,001,0,0.69140625,0.46640625,0.2390625,0.2328125
Test_Case_5_Z1_4_5_ROI_001_png.rf.4e0f6e0ee753ed771c8b2c634c67a6c1.txt,5,1,4,5,001,1,0.30625,0.43984375,0.26640625,0.06875
Test_Case_5_Z1_5_2_ROI_001_png.rf.fb461675887976d31d12980d1ea6782c.txt,5,1,5,2,001,1,0.3984375,0.4765625,0.2859375,0.071875
Test_Case_5_Z1_5_3_ROI_001_png.rf.abcda46910483628f07d073135e73961.txt,5,1,5,3,001,1,0.3421875,0.521875,0.24921875,0.06640625
Test_Case_5_Z1_5_5_ROI_001_png.rf.27f2f43326626925dc3f162591d99f27.txt,5,1,5,5,001,1,0.30859375,0.44140625,0.259375,0.07421875
Test_Case_5_Z1_6_5_ROI_001_png.rf.6154c66fe1eaee0b9c5123dd1396b49d.txt,5,1,6,5,001,0,0.56875,0.4671875,0.24453125,0.16171875
Test_Case_5_Z1_8_1_ROI_001_png.rf.e8ac1cc23316689bf18d40ff4357df96.txt,5,1,8,1,001,1,0.365625,0.5375,0.2859375,0.075
Test_Case_5_Z1_8_1_ROI_002_png.rf.24e1e4db4192a7d469f98d073aefdc12.txt,5,1,8,1,002,1,0.4109375,0.5359375,0.34453125,0.08828125
Test_Case_1_Z1_0_5_ROI_002_png.rf.6090be3c09a701bdaee1635eddee6de4.txt,1,1,0,5,002,1,0.3,0.509375,0.23046875,0.053125
Test_Case_1_Z1_5_1_ROI_001_png.rf.bc0156b626833ee4085cc3632fb98746.txt,1,1,5,1,001,0,0.65078125,0.54296875,0.29375,0.12421875
Test_Case_1_Z2_10_4_ROI_004_png.rf.4978889ce97c1c1b8cc978119e57f302.txt,1,2,10,4,004,1,0.41953125,0.37734375,0.2515625,0.1015625
Test_Case_1_Z2_1_2_ROI_002_png.rf.d02d6f5b5c7d0a11a0f91dcc14fb4f69.txt,1,2,1,2,002,1,0.43203125,0.44765625,0.22109375,0.11953125
Test_Case_1_Z2_5_2_ROI_003_png.rf.b1d36e22984d58cd1f0a7ca58f15fbb8.txt,1,2,5,2,003,1,0.37578125,0.45234375,0.22265625,0.11640625
Test_Case_1_Z2_E-1_1_ROI_002_png.rf.9bee258b544bfd3ee6feab4f3f1f4b76.txt,1,2,E-1,1,002,1,0.42109375,0.48828125,0.22109375,0.10859375
Test_Case_2_Z1_12_2_ROI_002_png.rf.68a0127457fe61f129702f6293d5cf4f.txt,2,1,12,2,002,1,0.459375,0.496875,0.23046875,0.07890625
Test_Case_2_Z2_12_2_ROI_001_png.rf.9b71588a21df15363e4e5ee61d73af8a.txt,2,2,12,2,001,1,0.56875,0.48515625,0.26328125,0.08359375
Test_Case_2_Z2_12_2_ROI_005_png.rf.2bdc781c9d04a7bea5d2cc0f8e69bf0e.txt,2,2,12,2,005,1,0.40703125,0.5125,0.29296875,0.09765625
Test_Case_2_Z2_12_3_ROI_002_png.rf.486e972b01572b6d1c9a57f0b3566a64.txt,2,2,12,3,002,1,0.42734375,0.41171875,0.24921875,0.1125
Test_Case_2_Z2_12_3_ROI_005_png.rf.99b8e048dfd3bcd9df4830a97844e07e.txt,2,2,12,3,005,1,0.38203125,0.4921875,0.30859375,0.11015625
Test_Case_2_Z2_14_1_ROI_001_png.rf.84db3dad723ca5421cf2d5aa3bfb012c.txt,2,2,14,1,001,1,0.56015625,0.49609375,0.24921875,0.09296875
Test_Case_2_Z2_14_1_ROI_002_png.rf.70d89fba351c4e04446bab5fbd242378.txt,2,2,14,1,002,1,0.43125,0.440625,0.25390625,0.09296875
Test_Case_2_Z2_14_2_ROI_002_png.rf.95a80f79d3422bb0969369d6faddb3ca.txt,2,2,14,2,002,1,0.44921875,0.4203125,0.24921875,0.08671875
Test_Case_2_Z2_1_2_ROI_004_png.rf.2fd9da1c5091270be36447da293952f0.txt,2,2,1,2,004,1,0.4828125,0.46484375,0.23828125,0.1234375
Test_Case_2_Z2_1_4_ROI_001_png.rf.d2e17322d9c5fbed558a099d984f7da8.txt,2,2,1,4,001,1,0.5328125,0.5,0.25703125,0.1046875
Test_Case_2_Z1_13_2_ROI_001_png.rf.453227114df5e657bf85d68846ae0cd0.txt,2,1,13,2,001,0,0.6359375,0.52890625,0.284375,0.1109375
Test_Case_2_Z1_13_4_ROI_001_png.rf.f5cb85c5e8f5716da47b22186a9ab498.txt,2,1,13,4,001,0,0.5953125,0.528125,0.284375,0.1734375
Test_Case_2_Z1_13_5_ROI_002_png.rf.79078f7170b44e31449c3dbc3d7513ae.txt,2,1,13,5,002,1,0.44921875,0.46796875,0.23125,0.0875
Test_Case_2_Z1_14_2_ROI_001_png.rf.f0ca75cec2951f85e3aa9656fed2b56d.txt,2,1,14,2,001,0,0.62578125,0.53046875,0.28984375,0.11796875
Test_Case_2_Z1_1_2_ROI_001_png.rf.84e196f41075a4ab227cc64b959f897a.txt,2,1,1,2,001,0,0.628125,0.5265625,0.29765625,0.12265625
Test_Case_2_Z1_1_5_ROI_001_png.rf.269fa6f88232567b039348c8ce0337ef.txt,2,1,1,5,001,0,0.59765625,0.38203125,0.26796875,0.24609375
Test_Case_2_Z1_2_2_ROI_001_png.rf.543785f368d32961af0577ab565e7ec3.txt,2,1,2,2,001,1,0.43984375,0.5453125,0.23671875,0.06953125
Test_Case_2_Z1_2_3_ROI_001_png.rf.e639e345fc2d189c4215065698ce7231.txt,2,1,2,3,001,1,0.41015625,0.49609375,0.23203125,0.0546875
Test_Case_6_Z2_1_3_ROI_003_png.rf.d12201db12fe3fed967aa0f6f526ce5c.txt,6,2,1,3,003,1,0.446875,0.54296875,0.25546875,0.13984375
Test_Case_6_Z2_2_1_ROI_003_png.rf.afd0b35a04cbff19dfa4f895d6e3caea.txt,6,2,2,1,003,1,0.453125,0.49609375,0.26328125,0.16171875
Test_Case_6_Z2_2_1_ROI_004_png.rf.454de418c2b436d0dc4213f2777a660f.txt,6,2,2,1,004,1,0.44921875,0.3203125,0.28984375,0.0984375
Test_Case_6_Z2_2_1_ROI_005_png.rf.d2baea09794c724d43bbbab64a562486.txt,6,2,2,1,005,1,0.409375,0.51328125,0.3125,0.1265625
Test_Case_6_Z2_3_1_ROI_004_png.rf.e486740483fc5b92d73b96d7a8cddb71.txt,6,2,3,1,004,1,0.44921875,0.32421875,0.26171875,0.096875
Test_Case_6_Z2_3_5_ROI_004_png.rf.7e0ebeddd9c0c872012c7794953d76d8.txt,6,2,3,5,004,1,0.4609375,0.415625,0.26015625,0.0953125
Test_Case_6_Z2_3_5_ROI_005_png.rf.9e6c8b8d5b9ecd2c55446e52aeacf61b.txt,6,2,3,5,005,1,0.41796875,0.49453125,0.31796875,0.1046875
Test_Case_6_Z2_4_1_ROI_005_png.rf.d6e9d3e57836b187cb3b5e29f8e7c029.txt,6,2,4,1,005,1,0.40390625,0.51328125,0.32109375,0.1140625
Test_Case_3_Z2_4_3_ROI_004_png.rf.e6dc95abb3dba1b0af9b79ce2420ee88.txt,3,2,4,3,004,1,0.37421875,0.34375,0.22890625,0.09453125
Test_Case_3_Z2_4_4_ROI_004_png.rf.ea204111d3fa076d40b984f544b479cf.txt,3,2,4,4,004,1,0.4140625,0.328125,0.23203125,0.08203125
Test_Case_3_Z2_5_3_ROI_004_png.rf.2aaab34308715342519b2e25df3eaeb3.txt,3,2,5,3,004,1,0.37734375,0.3421875,0.24375,0.0859375
Test_Case_3_Z2_5_5_ROI_003_png.rf.50d71b9e9bd30fe5cca5ad1de8fa5e9f.txt,3,2,5,5,003,1,0.3953125,0.42890625,0.2640625,0.165625
Test_Case_3_Z2_6_2_ROI_004_png.rf.e148870033b8022f3a79b4d6a9349e66.txt,3,2,6,2,004,1,0.37578125,0.39765625,0.2359375,0.0859375
Test_Case_3_Z2_6_3_ROI_001_png.rf.ad21c5bd468a1fcf80a2cfae6541dad9.txt,3,2,6,3,001,1,0.48671875,0.5046875,0.2484375,0.096875
Test_Case_3_Z2_6_3_ROI_003_png.rf.2de47b14a50398ed298b59657f143e10.txt,3,2,6,3,003,1,0.37265625,0.51015625,0.25390625,0.12734375
Test_Case_3_Z2_6_5_ROI_003_png.rf.e4ba2473eea938072773536ba382f9fe.txt,3,2,6,5,003,1,0.39296875,0.4296875,0.25859375,0.1578125
Test_Case_3_Z2_7_3_ROI_003_png.rf.2fc9d0ca7f7b94a4a286be664f3e034e.txt,3,2,7,3,003,1,0.38203125,0.50234375,0.24921875,0.14609375
Test_Case_5_Z1_9_3_ROI_001_png.rf.536b8fe985e02bcfd2ab1d596a4c62f2.txt,5,1,9,3,001,1,0.33671875,0.52109375,0.25546875,0.08046875
Test_Case_5_Z1_9_4_ROI_002_png.rf.3a487440eed5d019262fb6c34f6e9727.txt,5,1,9,4,002,1,0.409375,0.52734375,0.35625,0.084375
Test_Case_5_Z1_E-1_1_ROI_001_png.rf.85c6dae5fe24ac56193a8479267b81bb.txt,5,1,E-1,1,001,0,0.6390625,0.446875,0.2640625,0.21015625
Test_Case_5_Z1_E-1_1_ROI_002_png.rf.0461742284e1bcc97b0afacb46f3cc49.txt,5,1,E-1,1,002,1,0.41796875,0.54140625,0.340625,0.07734375
Test_Case_5_Z2_0_5_ROI_003_png.rf.3669c08795dfb1cb045242794ee0c8bc.txt,5,2,0,5,003,1,0.3265625,0.296875,0.25859375,0.1421875
Test_Case_5_Z2_10_3_ROI_005_png.rf.99f4bc39796387875727be5b06905b58.txt,5,2,10,3,005,1,0.36640625,0.52421875,0.33984375,0.11171875
Test_Case_5_Z2_11_3_ROI_005_png.rf.3a4cdc57a966724f2af6d9f20dd9733e.txt,5,2,11,3,005,1,0.3734375,0.5203125,0.29140625,0.09765625
Test_Case_5_Z2_11_4_ROI_005_png.rf.d71dcebce02dc77150c8f0517642594a.txt,5,2,11,4,005,1,0.3640625,0.5265625,0.346875,0.1109375
Test_Case_1_Z2_E-1_4_ROI_003_png.rf.54029ea4dabba5e30114ec4462029767.txt,1,2,E-1,4,003,1,0.3703125,0.48984375,0.21796875,0.11796875
Test_Case_2_Z1_0_2_ROI_001_png.rf.0aa1bd41206abd9f1c7e0b59ac0ca008.txt,2,1,0,2,001,1,0.44296875,0.54609375,0.22734375,0.0515625
Test_Case_2_Z1_10_3_ROI_001_png.rf.f62ad7ac7e9c95faba5c5c4a8e693dda.txt,2,1,10,3,001,0,0.60390625,0.40390625,0.26015625,0.22109375
Test_Case_2_Z1_10_4_ROI_001_png.rf.ebdee9f6b16720cff9c4c6c1a31c7ca1.txt,2,1,10,4,001,1,0.43125,0.52890625,0.22578125,0.075
Test_Case_2_Z1_11_1_ROI_001_png.rf.4880e4cc44b3baf603a887d7e5570cb2.txt,2,1,11,1,001,0,0.62421875,0.45390625,0.2984375,0.22578125
Test_Case_2_Z1_11_2_ROI_001_png.rf.b7a0ea8e9d775eef271ae06eccf6e252.txt,2,1,11,2,001,1,0.44453125,0.54453125,0.23203125,0.06875
Test_Case_2_Z1_12_2_ROI_001_png.rf.4ccb0af8d74010cd80bb0f79acbbe6ce.txt,2,1,12,2,001,0,0.62890625,0.52734375,0.29140625,0.1203125
Test_Case_2_Z1_12_2_ROI_001_png.rf.99bb676c86732b2fec64ea9e9b2ce185.txt,2,1,12,2,001,1,0.4453125,0.54453125,0.234375,0.0765625
Test_Case_4_Z2_5_5_ROI_004_png.rf.0100ab4dae9390054d9443054ae0fb33.txt,4,2,5,5,004,1,0.36484375,0.3515625,0.24453125,0.09453125
Test_Case_4_Z2_6_5_ROI_003_png.rf.27bc43eecf0bac6adca8cb6ef1810e00.txt,4,2,6,5,003,1,0.34765625,0.50078125,0.25546875,0.12734375
Test_Case_4_Z2_7_1_ROI_003_png.rf.675c6e9ea298cd7b45125b680ff0a882.txt,4,2,7,1,003,1,0.42578125,0.46796875,0.26171875,0.14375
Test_Case_4_Z2_7_4_ROI_003_png.rf.9f75f763a9bf928ffc0e3937d8268c9e.txt,4,2,7,4,003,1,0.3375,0.4953125,0.24921875,0.12734375
Test_Case_4_Z2_8_2_ROI_002_png.rf.5d7bf52dd2ac02fbf7607767f2ac7921.txt,4,2,8,2,002,1,0.43203125,0.49609375,0.2359375,0.115625
Test_Case_3_Z1_10_5_ROI_002_png.rf.5651d248db57e3be239b6223bf71c644.txt,3,1,10,5,002,1,0.40234375,0.46953125,0.26640625,0.0765625
Test_Case_3_Z1_11_3_ROI_002_png.rf.179ac0b7537dcdd062840a93b3578687.txt,3,1,11,3,002,1,0.40234375,0.53515625,0.2765625,0.0953125
Test_Case_3_Z1_11_4_ROI_001_png.rf.bce927eb26722057d23d26e78112c4bf.txt,3,1,11,4,001,1,0.49296875,0.59296875,0.23125,0.07890625
Test_Case_3_Z1_11_5_ROI_002_png.rf.e331a6e6ae4e35ab14526b7eb14a19ce.txt,3,1,11,5,002,1,0.4046875,0.4671875,0.2765625,0.0875
Test_Case_3_Z1_12_3_ROI_002_png.rf.88e09af28d0674950ca2cddc8cf586f4.txt,3,1,12,3,002,1,0.40390625,0.53515625,0.27890625,0.0953125
Test_Case_3_Z1_12_5_ROI_002_png.rf.4fd952f59cc3f52e6b89f06ffc5d1b5c.txt,3,1,12,5,002,1,0.40546875,0.46796875,0.27890625,0.09140625
Test_Case_3_Z1_14_1_ROI_002_png.rf.d7c5fe61b9a9dbcdf295b9056648259b.txt,3,1,14,1,002,1,0.40234375,0.534375,0.2515625,0.0859375
Test_Case_3_Z1_14_2_ROI_001_png.rf.ebe01aae4660389fcae5677a8ae20d06.txt,3,1,14,2,001,1,0.434375,0.53203125,0.23984375,0.06796875
Test_Case_3_Z1_14_3_ROI_001_png.rf.a44b8b209fc77678a61829b5ac01d35f.txt,3,1,14,3,001,0,0.684375,0.53203125,0.28515625,0.0984375
Test_Case_3_Z2_8_1_ROI_001_png.rf.fdf9ae49c2a42ca269aafde0aaecdfae.txt,3,2,8,1,001,1,0.56015625,0.4828125,0.2328125,0.125
Test_Case_3_Z2_8_1_ROI_003_png.rf.aeb048eec14523829f980ea63ee4a271.txt,3,2,8,1,003,1,0.41640625,0.50625,0.26171875,0.1484375
Test_Case_3_Z2_8_5_ROI_003_png.rf.f92a4b68fbc6a8255484f0d4c2fe4bfa.txt,3,2,8,5,003,1,0.396875,0.421875,0.25390625,0.171875
Test_Case_3_Z2_E-1_1_ROI_001_png.rf.c5a9984b351de4ef247839821a4d2766.txt,3,2,E-1,1,001,1,0.5609375,0.48515625,0.23203125,0.1296875
Test_Case_3_Z2_E-1_3_ROI_003_png.rf.38336c7f3e8617f9df7e095437dfbf86.txt,3,2,E-1,3,003,1,0.39609375,0.51171875,0.2890625,0.13984375
Test_Case_3_Z2_E-1_4_ROI_002_png.rf.32e16f38e4d099f00c4a926cfe542dc6.txt,3,2,E-1,4,002,1,0.48046875,0.3265625,0.215625,0.14453125
Test_Case_4_Z1_0_1_ROI_001_png.rf.e906e838381685df49982110445bdb78.txt,4,1,0,1,001,0,0.19921875,0.62109375,0.253125,0.22265625
Test_Case_4_Z1_10_5_ROI_001_png.rf.397a338bbc47a0b11bc15310b60fc020.txt,4,1,10,5,001,0,0.2140625,0.59921875,0.29375,0.15234375
Test_Case_4_Z1_12_3_ROI_001_png.rf.fe3ee80714ddc8b86e100a0c28fce4d4.txt,4,1,12,3,001,0,0.17578125,0.534375,0.2609375,0.1546875
Test_Case_4_Z1_13_3_ROI_002_png.rf.c1a71ba2887693cfe80976f4312c7275.txt,4,1,13,3,002,1,0.38203125,0.5078125,0.2359375,0.08984375
Test_Case_4_Z1_14_1_ROI_001_png.rf.d168b8ab77aac3537767ffbc9ca0dbe2.txt,4,1,14,1,001,0,0.203125,0.621875,0.25078125,0.2234375
Test_Case_4_Z1_3_2_ROI_002_png.rf.5044b445a9d3522590f5d17599a38473.txt,4,1,3,2,002,1,0.46484375,0.5390625,0.24140625,0.0890625
Test_Case_4_Z1_4_1_ROI_001_png.rf.1cc85cf8f097f3291c2512994fc4e928.txt,4,1,4,1,001,0,0.19921875,0.6265625,0.2515625,0.2328125
Test_Case_4_Z1_5_1_ROI_001_png.rf.7ee28451edc4445bb421bc657b011685.txt,4,1,5,1,001,0,0.19609375,0.6203125,0.25546875,0.228125
Test_Case_4_Z1_6_1_ROI_002_png.rf.7d8f140a704e9bbfd7171147cf317033.txt,4,1,6,1,002,1,0.43828125,0.521875,0.2328125,0.06640625
Test_Case_4_Z1_6_2_ROI_002_png.rf.72b699a157a1e2bcf0369c9632e81091.txt,4,1,6,2,002,1,0.46328125,0.54375,0.23828125,0.11328125
Test_Case_1_Z1_6_3_ROI_001_png.rf.7fcabe9559fc63b180b82f2d06947ca4.txt,1,1,6,3,001,0,0.634375,0.5140625,0.284375,0.1421875
Test_Case_1_Z1_8_1_ROI_001_png.rf.250d278e82d0a8ea3fe5f97d31502418.txt,1,1,8,1,001,0,0.6453125,0.5390625,0.3015625,0.128125
Test_Case_1_Z1_E-1_5_ROI_002_png.rf.ffe9ab729508ff10246c9cdfe0bf7a40.txt,1,1,E-1,5,002,1,0.29765625,0.51015625,0.24453125,0.06484375
Test_Case_1_Z2_0_2_ROI_002_png.rf.b5102fb9a25cdfd6623eb5a6f139f164.txt,1,2,0,2,002,1,0.4375,0.4375,0.240625,0.13671875
Test_Case_1_Z2_0_3_ROI_002_png.rf.82f42db60e77acd4339d8c2c8d19d53f.txt,1,2,0,3,002,1,0.40390625,0.490625,0.2515625,0.12578125
Test_Case_1_Z2_0_5_ROI_004_png.rf.95ed1da707b9af31168805d960cdb0bd.txt,1,2,0,5,004,1,0.41796875,0.38671875,0.29609375,0.125
Test_Case_1_Z2_10_2_ROI_004_png.rf.a3c05153da9d5a1dc3d7db2d82f4f872.txt,1,2,10,2,004,1,0.43125,0.3390625,0.2875,0.1296875
Test_Case_1_Z2_10_3_ROI_004_png.rf.b4bf9b2e8f8be3166cc7c64e984ad0b9.txt,1,2,10,3,004,1,0.4171875,0.39609375,0.23515625,0.08828125
Test_Case_1_Z2_1_3_ROI_003_png.rf.f9b4b579c203758d2fbaa471256b3b1c.txt,1,2,1,3,003,1,0.3671875,0.43984375,0.23359375,0.1296875
Test_Case_1_Z2_2_1_ROI_005_png.rf.f8d71fdb605b94de7b0764c4b43650f3.txt,1,2,2,1,005,1,0.4125,0.47890625,0.35546875,0.084375
Test_Case_1_Z2_2_4_ROI_005_png.rf.7b72dc3ac7910b63e6e6e97a66be23e8.txt,1,2,2,4,005,1,0.3828125,0.471875,0.3328125,0.09765625
Test_Case_1_Z2_3_3_ROI_005_png.rf.42756a9384cca2de38168e08eec68057.txt,1,2,3,3,005,1,0.34609375,0.47578125,0.3296875,0.10703125
Test_Case_1_Z2_4_5_ROI_001_png.rf.756c57dd3067be2492d2f88e65aa7048.txt,1,2,4,5,001,1,0.48984375,0.4734375,0.2546875,0.10234375
Test_Case_1_Z2_4_5_ROI_003_png.rf.e63a99fea01408f96ebea6f63a3b484e.txt,1,2,4,5,003,1,0.34296875,0.5046875,0.23671875,0.12734375
Test_Case_1_Z2_4_5_ROI_004_png.rf.dcb3fd6394e49e4ba529e3e07b3a48dc.txt,1,2,4,5,004,1,0.42265625,0.3875,0.30703125,0.11875
Test_Case_1_Z2_5_2_ROI_002_png.rf.ba7ab9e18a69e1606940a2211e7049da.txt,1,2,5,2,002,1,0.43203125,0.44921875,0.24140625,0.11640625
Test_Case_7_Z2_0_4_ROI_004_png.rf.a41060e5712a578f4e96256d8014a0ba.txt,7,2,0,4,004,1,0.43125,0.31171875,0.259375,0.103125
Test_Case_7_Z2_10_3_ROI_003_png.rf.8d2f62819fdd9bb4f3e1e6b00733791f.txt,7,2,10,3,003,1,0.46328125,0.490625,0.25078125,0.15390625
Test_Case_7_Z2_12_5_ROI_003_png.rf.395037dc87700adb4df05e633f818804.txt,7,2,12,5,003,1,0.32109375,0.46484375,0.234375,0.1234375
Test_Case_7_Z2_13_2_ROI_005_png.rf.d89615c16e27fb91cad97aa9d33eb61f.txt,7,2,13,2,005,1,0.45859375,0.4984375,0.33125,0.10234375
Test_Case_7_Z2_13_3_ROI_003_png.rf.7935300df76d8c12700e7b77ca63bbed.txt,7,2,13,3,003,1,0.45859375,0.49765625,0.2453125,0.13203125
Test_Case_7_Z2_13_4_ROI_003_png.rf.64e2b33a3541fd2f13bf1e21c49ae851.txt,7,2,13,4,003,1,0.384375,0.371875,0.2921875,0.146875
Test_Case_7_Z2_1_2_ROI_003_png.rf.63c3a78b7718696e66e6a9aae2974ac2.txt,7,2,1,2,003,1,0.421875,0.52265625,0.2515625,0.13671875
Test_Case_7_Z2_1_3_ROI_005_png.rf.e6bd3c54b2aa7b89ba6cc00680f4484d.txt,7,2,1,3,005,1,0.521875,0.51015625,0.33359375,0.10234375
Test_Case_7_Z2_1_4_ROI_005_png.rf.831d15b02866f87f04876594b5e96061.txt,7,2,1,4,005,1,0.46796875,0.50234375,0.3421875,0.1078125
Test_Case_6_Z2_E-1_1_ROI_003_png.rf.c4bcb9a51194a13cbbbe6fa176ce01b1.txt,6,2,E-1,1,003,1,0.45546875,0.50234375,0.2359375,0.11640625
Test_Case_6_Z2_E-1_5_ROI_004_png.rf.086ffb3f5abfff83bd4f0f48bb012af8.txt,6,2,E-1,5,004,1,0.45703125,0.41171875,0.28046875,0.1109375
Test_Case_7_Z1_0_1_ROI_002_png.rf.39227f75266c4aef8e45232ef86e13d6.txt,7,1,0,1,002,1,0.490625,0.48984375,0.2140625,0.05546875
Test_Case_7_Z1_10_4_ROI_001_png.rf.a8d69b13567d2412f81db5fe5f35185d.txt,7,1,10,4,001,0,0.621875,0.51796875,0.25859375,0.1328125
Test_Case_7_Z1_10_5_ROI_001_png.rf.a588fd9b81219afb89913fbbb41fd5a9.txt,7,1,10,5,001,1,0.34296875,0.50234375,0.23984375,0.06953125
Test_Case_7_Z1_10_5_ROI_002_png.rf.9f7ae276f236de5f7edceb88f3e866cf.txt,7,1,10,5,002,1,0.34375,0.5515625,0.2453125,0.08046875
Test_Case_7_Z1_11_1_ROI_001_png.rf.64420be20dc32695f5c881a7bb7c1913.txt,7,1,11,1,001,1,0.48203125,0.49453125,0.2375,0.05234375
Test_Case_7_Z1_11_4_ROI_001_png.rf.2e1ca90e86dae569e13d6b99fe57f507.txt,7,1,11,4,001,0,0.628125,0.51640625,0.2484375,0.13671875
Test_Case_4_Z1_11_2_ROI_002_png.rf.9f9da5b13edd218e2448ef519987e35d.txt,4,1,11,2,002,1,0.4671875,0.540625,0.234375,0.09765625
Test_Case_4_Z1_9_2_ROI_001_png.rf.9e0374bc93747af0ac78cd1f0528d1ab.txt,4,1,9,2,001,0,0.2484375,0.5640625,0.2703125,0.171875
Test_Case_4_Z2_11_1_ROI_003_png.rf.dd790741fb6d85fe7e9f5542f4d29b00.txt,4,2,11,1,003,1,0.4328125,0.46171875,0.25390625,0.12265625
Test_Case_4_Z2_5_2_ROI_003_png.rf.14dc6e3f916571767c6b2392b8737957.txt,4,2,5,2,003,1,0.4546875,0.5140625,0.28203125,0.159375
Test_Case_5_Z1_0_1_ROI_001_png.rf.2b11f1240941f3a1bf4e7f5a8c1524a0.txt,5,1,0,1,001,1,0.36875,0.540625,0.25234375,0.0625
Test_Case_5_Z1_3_5_ROI_002_png.rf.718cf2c275e6a01a29f4be59bcc99b2a.txt,5,1,3,5,002,1,0.359375,0.52109375,0.3296875,0.0828125
Test_Case_5_Z1_8_3_ROI_002_png.rf.158e4b0ca1c708adf78aa42c84c37aa4.txt,5,1,8,3,002,1,0.39140625,0.52109375,0.340625,0.08125
Test_Case_5_Z2_12_1_ROI_002_png.rf.3b6ad9f95dfe778b5cead1a5ed7b11a1.txt,5,2,12,1,002,1,0.4296875,0.5203125,0.2609375,0.109375
Test_Case_3_Z2_10_3_ROI_004_png.rf.a38e24aa1fe952b3cee9e5e092acc64b.txt,3,2,10,3,004,1,0.37734375,0.34453125,0.24140625,0.10078125
Test_Case_3_Z2_11_4_ROI_001_png.rf.3410fc92de62e743bcd4ba6c3da28290.txt,3,2,11,4,001,1,0.5703125,0.5265625,0.26015625,0.11875
Test_Case_3_Z2_11_5_ROI_003_png.rf.d556a77e18ffa58814b7b8c17c1b9c15.txt,3,2,11,5,003,1,0.39609375,0.421875,0.24609375,0.171875
Test_Case_3_Z2_12_2_ROI_003_png.rf.2d5d227c5e7ef5750d6b6b1da74df4d6.txt,3,2,12,2,003,1,0.396875,0.55078125,0.25078125,0.1375
